estimating the workload which takes just one milli-second...
end estimation
3	1	1
3	2	2
3	3	3
3	4	4
3	15	5
3	16	6
3	17	7
3	18	8
3	19	9
3	36	10
3	37	11
3	37	12
3	38	13
3	39	14
3	55	15
3	56	16
3	57	17
3	58	18
3	59	19
3	60	20
3	76	21
3	77	22
3	78	23
3	79	24
3	80	25
3	96	26
3	97	27
3	97	28
3	98	29
3	99	30
3	115	31
3	116	32
3	117	33
3	118	34
3	119	35
3	120	36
3	136	37
3	136	38
3	137	39
3	138	40
3	139	41
3	155	42
3	156	43
3	157	44
3	158	45
3	159	46
3	160	47
3	176	48
3	177	49
3	178	50
3	179	51
3	180	52
3	196	53
3	196	54
3	197	55
3	198	56
3	199	57
3	215	58
3	216	59
3	217	60
3	218	61
3	219	62
3	220	63
3	235	64
3	236	65
3	237	66
3	238	67
3	239	68
3	240	69
3	256	70
3	257	71
3	258	72
3	258	73
3	259	74
3	275	75
3	276	76
3	277	77
3	278	78
3	279	79
3	280	80
3	296	81
3	297	82
3	298	83
3	299	84
3	300	85
3	316	86
3	317	87
3	318	88
3	318	89
3	319	90
3	335	91
3	336	92
3	337	93
3	338	94
3	339	95
3	340	96
3	356	97
3	357	98
3	358	99
3	359	100
2	6	1
2	7	2
2	8	3
2	9	4
2	25	5
2	26	6
2	27	7
2	28	8
2	29	9
2	30	10
2	46	11
2	47	12
2	48	13
2	49	14
2	49	15
2	65	16
2	66	17
2	67	18
2	68	19
2	69	20
2	85	21
2	86	22
2	87	23
2	88	24
2	89	25
2	90	26
2	106	27
2	106	28
2	107	29
2	108	30
2	109	31
2	125	32
2	126	33
2	127	34
2	128	35
2	129	36
2	130	37
2	146	38
2	147	39
2	147	40
2	148	41
2	149	42
2	165	43
2	166	44
2	167	45
2	168	46
2	169	47
2	170	48
2	186	49
2	187	50
2	188	51
2	189	52
2	190	53
2	205	54
2	206	55
2	207	56
2	208	57
2	209	58
2	225	59
2	226	60
2	227	61
2	228	62
2	229	63
2	230	64
2	246	65
2	247	66
2	248	67
2	249	68
2	250	69
2	265	70
2	266	71
2	267	72
2	268	73
2	269	74
2	270	75
2	286	76
2	287	77
2	288	78
2	289	79
2	289	80
2	306	81
2	306	82
2	307	83
2	308	84
2	309	85
2	325	86
2	326	87
2	327	88
2	328	89
2	329	90
2	330	91
2	346	92
2	347	93
2	348	94
2	349	95
2	349	96
2	365	97
2	366	98
2	367	99
2	368	100
1	11	1
1	12	2
1	13	3
1	14	4
1	15	5
1	31	6
1	31	7
1	32	8
1	33	9
1	34	10
1	50	11
1	51	12
1	52	13
1	53	14
1	54	15
1	55	16
1	71	17
1	72	18
1	73	19
1	73	20
1	74	21
1	90	22
1	91	23
1	92	24
1	93	25
1	94	26
1	95	27
1	111	28
1	112	29
1	113	30
1	114	31
1	115	32
1	131	33
1	132	34
1	132	35
1	133	36
1	134	37
1	150	38
1	151	39
1	152	40
1	153	41
1	154	42
1	155	43
1	171	44
1	172	45
1	173	46
1	174	47
1	174	48
1	190	49
1	191	50
1	192	51
1	193	52
1	194	53
1	195	54
1	211	55
1	212	56
1	213	57
1	214	58
1	215	59
1	230	60
1	231	61
1	232	62
1	233	63
1	234	64
1	250	65
1	251	66
1	252	67
1	253	68
1	254	69
1	255	70
1	270	71
1	271	72
1	272	73
1	273	74
1	274	75
1	290	76
1	291	77
1	292	78
1	293	79
1	294	80
1	295	81
1	311	82
1	312	83
1	313	84
1	314	85
1	314	86
1	330	87
1	331	88
1	332	89
1	333	90
1	334	91
1	335	92
1	351	93
1	352	94
1	353	95
1	353	96
1	354	97
1	368	98
1	369	99
1	370	100
0	21	1
0	22	2
0	23	3
0	24	4
0	24	5
0	40	6
0	41	7
0	42	8
0	43	9
0	44	10
0	60	11
0	61	12
0	62	13
0	63	14
0	64	15
0	65	16
0	81	17
0	82	18
0	83	19
0	84	20
0	85	21
0	100	22
0	101	23
0	102	24
0	103	25
0	104	26
0	120	27
0	121	28
0	122	29
0	123	30
0	124	31
0	140	32
0	141	33
0	142	34
0	143	35
0	144	36
0	145	37
0	161	38
0	162	39
0	162	40
0	163	41
0	164	42
0	180	43
0	181	44
0	182	45
0	183	46
0	184	47
0	185	48
0	201	49
0	202	50
0	203	51
0	204	52
0	204	53
0	220	54
0	221	55
0	222	56
0	223	57
0	224	58
0	225	59
0	241	60
0	242	61
0	243	62
0	244	63
0	245	64
0	261	65
0	261	66
0	262	67
0	263	68
0	264	69
0	280	70
0	281	71
0	282	72
0	283	73
0	284	74
0	285	75
0	300	76
0	301	77
0	302	78
0	303	79
0	304	80
0	305	81
0	321	82
0	322	83
0	323	84
0	324	85
0	325	86
0	340	87
0	341	88
0	342	89
0	343	90
0	344	91
0	359	92
0	361	93
0	362	94
0	363	95
0	365	96
0	372	97
0	373	98
0	374	99
0	375	100
